0,1.1373,1.741,3.2649,4.1226,5.4888,7.269,8.183,8.8625,10.42,11.497,12.484,13.568,14.277,15.716,16.504,17.971,18.699,20.391,21.507,21.12,22.113,23.689,24.545,25.28,26.489,28.101,29.459,30.51,31.737,32.996,33.922,35.081,36.032,37.369,38.674,39.043,39.802,40.248,41.287,41.261,42.259,43.773,44.955,46.613,47.586,48.32,48.495,50.681,51.791,53.217,54.484,55.295,56.153,56.045,56.598,57.409,58.126,59.471,60.654,61.44,61.932,63.294,64.204,65.394,66.512,67.528,68.825,69.919,70.978,71.454,72.488,73.924,74.76,75.914,77.214,79.669,80.358,81.248,82.062,82.348,83.444,84.573,85.38,86.282,87.253,88.179,88.778,89.507,90.091,91.374,92.366,93.498,94.209,94.21,95.237,96.527,98.043,98.238,99.356
-0.76247,0.56145,1.4601,2.5026,5.1293,5.2078,6.0957,7.6292,12.142,10.55,13.62,11.724,12.166,17.063,16.94,15.297,20.723,18.227,20.258,21.406,20.81,22.68,20.827,25.643,20.366,26.455,25.853,30.373,28.49,33.473,31.591,32.037,35.625,35.303,36.316,37.565,40.738,38.817,40.022,40.095,40.908,40.683,44.805,45.484,48.307,48.092,48.974,48.876,53.776,51.537,52.497,55.044,54.494,53.505,54.854,55.483,58.348,59.19,59.054,61.12,59.658,61.736,62.683,65.589,67.122,65.415,63.667,68.946,72.257,73.207,72.708,74.473,72.062,72.247,76.833,76.906,77.297,81.77,84.008,82.584,82.908,83.693,83.157,85.421,87.993,84.968,90.087,91.29,89.335,89.861,94.116,93.313,94.387,93.91,92.578,94.334,97.362,96.207,98.177,97.884
0.76247,0.57585,0.2809,0.7623,-1.0067,0.281,1.1733,0.5538,-3.2795,-0.13,-2.123,0.76,1.402,-2.786,-1.224,1.207,-2.752,0.472,0.133,0.101,0.31,-0.567,2.862,-1.098,4.914,0.034,2.248,-0.914,2.02,-1.736,1.405,1.885,-0.544,0.729,1.053,1.109,-1.695,0.985,0.226,1.192,0.353,1.576,-1.032,-0.529,-1.694,-0.506,-0.654,-0.381,-3.095,0.254,0.72,-0.56,0.801,2.648,1.191,1.115,-0.939,-1.064,0.417,-0.466,1.782,0.196,0.611,-1.385,-1.728,1.097,3.861,-0.121,-2.338,-2.229,-1.254,-1.985,1.862,2.513,-0.919,0.308,2.372,-1.412,-2.76,-0.522,-0.56,-0.249,1.416,-0.041,-1.711,2.285,-1.908,-2.512,0.172,0.23,-2.742,-0.947,-0.889,0.299,1.632,0.903,-0.835,1.836,0.061,1.472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.545595702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
